,0,1
143,"[Intro: DJ Khaled]
Believe dat.. it's DJ Khaled
It's that We The Best, YMCMB
""We The Best Forever""

[Hook: Kevin Rudolf]
A million lights and a kick drum
The floor is moving slow
I've got a feeling bout this one
And we still young you know-oww-oww
I'm breathing fire in your club-ubb
It's not my fault if your heart's, grown, cold
It's not my fault if your heart's, grown, cold

[Verse 1: Tyga]
Uhh, new Hermes duffle bags
On the plane, see the sky through a little glass
Twenty hour flight never jet-lagged
Sipping white wine, watching the sunset
Real love this close I ain't never had
Sitting with you all day til the night pass
Damn, I ain't trying to fight that
But if we fall too fast will the feeling last
Now I'm looking over my shoulder, shoulder, uh
Champagne, good dimes and good times and now it's all over
But you can't blame me for all that
You was bright now your heart all black
Try to outshine the good with the bad
You a cold motherfucker I ain't mad at you
Still shining

[Hook: Kevin Rudolf]
A million lights and a kick drum
The floor is moving slow
I've got a feeling bout this one
And we still young you know-oww-oww
I'm breathing fire in your club-ubb
It's not my fault if your heart's, grown, cold
It's not my fault if your heart's, grown, cold

[Verse 2: Mack Maine]
Bitch I'm Mack Maiii-i-i-i-ine...
You getting old and your heart turn cold
Time-line froze; mad at the world
Cause you lived your life but this the life that we chose
Lights on the road for the nicest Rolls
I mean long-ass flights for these trifling hoes
But we don't crap out when the dice is rolled
I mean no life, low life
Say my name and hopes to get more life, nigga live your life
Lame-ass nigga, you cook it with no spice
Lil B sacrifice, show me what your ho like
Hit her with that dope dick, now she's a dope fiend
Leo Lion the king, I'm looking for a dope queen
A First Lady baby, Young Money's Barack
Baggy cargos, high mismatched socks
Me, Gunz, Millz, Tyga, we give em the chills
Weak riders, get birth control pills

[Verse 3: Jae Millz]
(Millzy...) Uhh, bright lights
Lord knows I live for these nights
You're damn right
I'mma sip champagne till it blurs my sight
Yanks fitted cap to the front like Jeter
My diamonds ain't fierce like an episode of cheetahs Jesus
Loud jewelry, loud speakers
Blowing loud weed with some loud divas, Millz

[Hook: Kevin Rudolf]
A million lights and a kick drum
The floor is moving slow
I've got a feeling bout this one
And we still young you know-oww-oww
I'm breathing fire in your club-ubb
It's not my fault if your heart's, grown, cold
It's not my fault if your heart's, grown, cold

[Verse 4: Cory Gunz]
(Young Money, Cash Money, We The Best, Khaled)
Uh, it's that summertime money time
Gonna rhyme good time, wanna dime, gimme mine
Loud smoke, quiet engine out the city line
Pretty toes hanging out the window to the finish line
Spikes poking out my kicks like a porcupine
Young Money, Cash Money, We The Best fall in line
Uptown thorough breded from the South Bronx
Hot blocks in Miami, Khaled outcome
You made us, they hate us, just to say the latest
Life nothing like a movie: I just day-to-day this
Remember it was hard trying to pay us wages
Nice spitting hard rhymes on the main stages
Independent, yeah I told em major later
We some independent niggas getting major paper
Shout Tune, Stunna, Slim, Mack
We play for keep, so how we gon' give up that
YMCMB, lights, camera, ACTION~!

[Hook: Kevin Rudolf]
A million lights and a kick drum
The floor is moving slow
I've got a feeling bout this one
And we still young you know-oww-oww
I'm breathing fire in your club-ubb
It's not my fault if your heart's, grown, cold
It's not my fault if your heart's, grown, cold",hiphop
144,"[Intro: Jim Jones & DJ Khaled]
Coat brush
DJ KHALED!

[Hook]
It started with some packs (Go!)
Then a couple cars (Jim Jones!)
Wake up with my dogs (Go!)
Took over the block (Lets Go!)
And then we
Ball, ball, ball
Ball, ball, ball, ball
(That's all we know how to do... Who invented this thing!)
Now we run the city (M.I yayo what it do!)
Motherfuck the law (Victory)
Push the latest cars (What the numbers lookin' like Khaled!)
Cause we move a lot of raw
And so we
Ball, ball, ball
Ball, ball, ball, ball
(Ay just have me a drop top on deck when I land.... I be back when its warm!)

[Verse 1]
I started from an ounce (28)
Stretched that to 42 (ehh)
Flipped that to shawty blue
Took it to the sporty coup (Go!)
Now,I can get it for a 23
So short give me 42, and what the fuck ya gonna do (what else)
BALL!
I'm all for it like Brandon Roy
Long story short, lets fast forward to the brand new toys (swish!)
My jewellery loud, motherfuckers can't stand the noise (turn it down)
My chain swing like the hands on Floyd dammit boy! (watch it! watch it!)
Motherfuckers wanna shoot my brains out (word!)
Tell these niggas catch me I'm in the coop with my braids out! (nigga!)
They said the summer with the roof is kinda played out (so what?)
So I told the dealer keep the ceilin' on my way out
BALL!

[Hook]
It started with some packs (Go!)
Then a couple cars (Jim Jones!)
Wake up with my dogs (Go!)
Took over the block (Lets Go!)
And then we
Ball, ball, ball
Ball, ball, ball, ball
(Show me the money... What's up now!)
Now we run the city (M.I yayo what it do!)
Motherfuck the law (Victory)
Push the latest cars (What the numbers lookin' like Khaled!)
Cause we move a lot of raw
And so we
Ball, ball, ball
Ball, ball, ball, ball
(It's not so funny now.. I can't hear you niggas now!)

[Verse 2]
I'm gainin on em, guess who's gettin famous on em (JONES!)
Private plane'n on em, buy cars no payments on em (No test drive!)
I ball with guns, I'm Arenas on em (Bang Bang!)
Its all for fun, we flood the necklace with saints up on em (pray for us!)
Tell big them 700's we still waitin on em (be patient)
The weatherman we make it snow, we cocainin' on em! (1we takin ...)
We make them bitches melt when they see me out (chilly!)
With them fly cars you faggot niggas dream about (get ya money up!)
I'm spillin champagne on my dress clothes (so what!)
I'mma need a scarf before my chain give me chest colds (CHILLY!)
I got these bitches duckin dick like ... (HAHA!)
When they see me pull to the spot, we're like ...

[Hook]
It started with some packs (Go!)
Then a couple cars (Jim Jones!)
Wake up with my dogs (Go!)
Took over the block (Lets Go!)
And then we
Ball, ball, ball
Ball, ball, ball, ball
(Show me the money... What's up now!)
Now we run the city (M.I yayo what it do!)
Motherfuck the law (Victory)
Push the latest cars (What the numbers lookin' like Khaled!)
Cause we move a lot of raw
And so we
Ball, ball, ball
Ball, ball, ball, ball
(It's not so funny now.. I can't hear you niggas now!)

[Verse 3]
We fly to hot spots when New York is chilly
So I be driving drop tops when New York is chilly (I'm cold hearted)
Silly!, You know u eatin when u can cough a millies [coughs]
Willy, the cars at least cost a quarter millie (buy that)
You know my lifetsyle, back and forth flights out
Spendin money nights out, till the lord say its lights out (pour out some liquor)
My .... is callin' .... (uh oh!)
And even with the lights all off
You can still see the jewellery

[Hook]
It started with some packs (Go!)
Then a couple cars (Jim Jones!)
Wake up with my dogs (Go!)
Took over the block (Lets Go!)
And then we
Ball, ball, ball
Ball, ball, ball, ball
(Show me the money... What's up now!)
Now we run the city (M.I yayo what it do!)
Motherfuck the law (Victory)
Push the latest cars (What the numbers lookin' like Khaled!)
Cause we move a lot of raw
And so we
Ball, ball, ball
Ball, ball, ball, ball
(It's not so funny now.. I can't hear you niggas now!)",hiphop
145,"[Snippet]
Can you let me be a girl?
Can I put my lipstick on?
Yeah sexy for myself, you can't tell me it's wrong
And if I wanna cry, I'll be crying like child
Because sometimes it gets hard, being a woman

24/7 days a week uh-uh, yeah, 24/7, 24/7
24/7 days a week uh-uh, yeah, 24/7, 24/7
24/7 days a week uh-uh",country
146,"[Intro: Bebe Rexha]
Desire, two souls on fire
Desire, two souls on fire

[Verse 1: Bebe Rexha & Quavo]
You got me out here looking foolish
Look like a dog, I'm drooling
Close your mouth, boy, and just prove it
And you know just the way to do it
You gon' make me bring the bag, girl, believe me (Oh yeah, yeah, yeah)
You gon' make me pop some tags, fashion season (Oh yeah, yeah, yeah)
You gon' make me do those moves, stop your breathing (Oh yeah, yeah, yeah)
If you losing faith, I make you believe it

[Pre-Chorus: Quavo & Bebe Rexha]
Got me feeling some type of way (Ooh-ooh-ooh-ooh)
Got a chain on my heart, and it's spinning in diamonds

[Chorus: Bebe Rexha & Quavo]
Desire, two souls on fire
Make me feel some type of way
Desire, two souls on fire
Feel some type of way
Desire, two souls on fire
Make me feel some type of way
Desire, two souls on fire

[Verse 2: Bebe Rexha & Quavo]
We can go out to the islands on privates
We can drive the latest cars, no mileage
We can do whatever you like, just be quiet
If you don't break my heart, I'll let you inside it

[Pre-Chorus: Quavo & Bebe Rexha]
Got me feeling some type of way (Ooh-ooh-ooh-ooh)
Got a chain on my heart and it's spinning in diamonds
And that chain around your heart got me blinded

[Chorus: Bebe Rexha & Quavo]
Desire, two souls on fire
Make me feel some type of way
Desire, two souls on fire
Feel some type of way
Desire, two souls on fire
Make me feel some type of way
Desire, two souls on fire
Do I make you feel some type of way?

[Bridge: Bebe Rexha, Both]
(Ooh-ooh-ooh-ooh)
Got a chain around my heart and it's spinning in diamonds
(Ooh-ooh-ooh-ooh)
And that chain around your heart got me blinded

[Chorus: Bebe Rexha & Quavo]
Desire, two souls on fire
Make me feel some type of way
Desire, two souls on fire
Feel some type of way
Desire, two souls on fire
Make me feel some type of way
Desire, two souls on fire
Do I make you feel some type of way?",country
147,"[Verse 1]
Wasted heart
When you left me, you left me with no choice
I'm looking for a boy to fill this empty void
Kiss the old me goodbye she's dead and gone, dead and gone, oh
Wasted heart
You took the last bit of love I've ever had
You took a good girl and you turned me oh so bad
Kiss the old me goodbye she's dead and gone, dead and gone, oh

[Chorus]
All hands on deck
One in the back, two in the front, just like that, like that
I'mma blow your mind, take it out on the floor like that, like that
One in the back, two in the front, just like that, like that
I'mma blow your mind like that
All hands on deck
One in the back, two in the front, just like that, like that
I'mma blow your mind, take it out on the floor like that, like that
One in the back, two in the front, just like that, like that
I'mma blow your mind like that

[Verse 2]
Wasted heart
Done here's to death do us apart
I watch you fold like a house of cards
Kiss the old me goodbye she's dead and gone, dead and gone, dead and gone, yeah
One by one, I watch you fall down, watch you fall like dominoes
Take no prisoners, search and destroy
Baby look at what you've done
One by one, I watch 'em go down, watch 'em fall like dominoes
Watch 'em go down, watch 'em go down, watch 'em go down

[Chorus]
All hands on deck
One in the back, two in the front, just like that, like that
I'mma blow your mind, take it out on the floor like that, like that
One in the back, two in the front, just like that, like that
I'mma blow your mind like that

[Bridge: Instrumental]

[Chorus]
All hands on deck
One in the back, two in the front, just like that, like that
I'mma blow your mind, take it out on the floor like that, like that
One in the back, two in the front, just like that, like that
I'mma blow your mind like that
All hands on deck
One in the back, two in the front, just like that, like that
I'mma blow your mind, take it out on the floor like that, like that
One in the back, two in the front, just like that, like that
I'mma blow your mind like that",country
148,"[Intro]
Shoutout to Lauren cause she said it right
That thing, that thing
He just wanna bite

[Verse 1]
Don't let him hit it and quit it
If he hits it and quits it
You probably won't see him no more, no more
And i hate to admit it, i hate to admit it
But i've been that girl once before
I ain't to worry bout that

[Pre-Chorus]
East coast till I die
But the west coast I reside
And my momma told me right
She said just remember you're the

[Chorus]
Apple at the top of the tree
Don't give it away so easily
Don't give it away so easily
One day he'll climb up to get that
Apple at the top of the tree
Don't give it away so easily
Don't give it away so easily
One day he'll climb up to that apple baby
That apple baby, that apple baby

[Verse 2]
Don't let him hit it and quit it
Girl, you're so caught up in it
You don't see how special you are, you are
And if you let him hit it, if you let him hit it
He might run away with your heart
I told you straight from the start

[Pre-Chorus]
East coast till I die
But the west coast I reside
And my momma told me right
She said just remember you're the

[Chorus]
Apple at the top of the tree
Don't give it away so easily
Don't give it away so easily
One day he'll climb up to get that
Apple at the top of the tree
Don't give it away so easily
Don't give it away so easily
One day he'll climb up to that apple baby
That apple baby, that apple baby

[Instrumental Break]",country
149,"[Verse 1]
I feel in the beginning, we were living
We were tripping, we were so high
When you told me that you love me, were you bluffin'?
Was it nothing?
Now you're so dry
You can tell me that you're sorry, but I know that you don't mean it
Baby, don't lie
Don't lie
Baby, don't lie

[Pre-Chorus]
And I can't blame myself for getting lost inside the promise of you
And I can't blame you leaving
'Cause what's meant to be will always be true

[Chorus]
There isn't enough love in the atmosphere to keep you here, ahh
There isn't enough love in the atmosphere
Don't leave me here all alone
I ride for my baby
I died for my baby
I'd die for my baby, no lie
There isn't enough love in the atmosphere
In the atmosphere

[Verse 2]
Remember we were running up and down
And getting messy in the hallways
Told me that forever was the time we'd be together, baby, always
Now you're saying that you're sorry
But I know that you don't mean it 'cause you won't stay
No, you won't stay
You won't stay

[Pre-Chorus]
And I can't blame myself for getting lost inside the promise of you
And I can't blame you leaving
'Cause what's meant to be will always be true

[Chorus]
There isn't enough love in the atmosphere to keep you here, ahh
There isn't enough love in the atmosphere
Don't leave me here all alone
I ride for my baby
I died for my baby
I'd die for my baby, no lie
There isn't enough love in the atmosphere
In the atmosphere

[Bridge]
If there's winners and losers, then I'll be the loser
I'm still here, I choose ya
I don't want another, if we can't have each other
'Cause baby, I love ya
Maybe in a different world, baby, I could be your girl
Maybe then I'll be with you
If there's winners and losers, then I'll be the loser
I'm still here, I choose ya

[Chorus]
There isn't enough love in the atmosphere to keep you here, ahh
There isn't enough love in the atmosphere
Don't leave me here all alone
I ride for my baby
I died for my baby
I'd die for my baby, no lie
There isn't enough love in the atmosphere
In the atmosphere",country
150,"I know you love a little late night
Just me and you glowing with the brake light
Silhouettes sipping with a halo
Anything you want, girl, just say so

A little whisper off your lips, yeah
Said you're ready for the moonlight mix, yeah
I keep you spinning 'til you get your fix
'Til the sky gets lit, 'til the sunlight hits, yeah

I've been given a piece of heaven
Yeah, you're my angel, you're my angel tonight
Did it hurt when you fell from the sky?
Pretty girl, I'm gonna make you fly
See I was burning but you saved my life
My angel, you're my angel tonight

Yeah, I'm never gonna let you down (I got you, baby)
I just gotta tell you now (cause my heart can't wait, girl)
You're my angel, you're my angel tonight

And do you thing, baby, cause it's so hot
There it is, yeah, that's the sweet spot
Blow your smoke, I'm gonna breathe it in, girl
Maybe it's a sin but, baby, bring it back again, yeah

I've been given a piece of heaven
Yeah, you're my angel, you're my angel tonight
Did it hurt when you fell from the sky?
Pretty girl, I'm gonna make you fly
See I was burning but you saved my life
My angel, you're my angel tonight

Yeah, I'm never gonna let you down (I got you, baby)
I just gotta tell you now (cause my heart can't wait, girl)
You're my angel, you're my angel tonight

A little whisper off your lips, yeah
Said you're ready for the moonlight mix, yeah
I keep you spinning 'til you get your fix
'Til the sky gets lit, 'til the sunlight hits, yeah

I've been given a piece of heaven
Yeah, you're my angel, you're my angel tonight
Did it hurt when you fell from the sky?
Pretty girl, I'm gonna make you fly
See I was burning but you saved my life
My angel, you're my angel tonight

Yeah, I'm never gonna let you down (I got you, baby)
I just gotta tell you now (cause my heart can't wait, girl)
You're my angel, you're my angel tonight

Yeah, I'm never gonna let you down (I got you, baby)
I just gotta tell you now (cause my heart can't wait, girl)
You're my angel, you're my angel tonight",country
151,"[Intro]
Alabama on the boombox, baby
‘Bout to get a little boondock crazy

[Verse 1]
Big stars breaking out through the indigo
Chevy wind comin in and stereo
Tail lights disappear in 'bout a mile or so
Down a county road
Phone blowing up where you is
Baby sayin baby, let's do this
Rocket in a bottle with a fuse lit
Bout to lift it off, I'm bout to twist it off

[Chorus]
Lime on the rim of that dixie silver
Smokin up a faded out 4x4
Girls headin off to the river, yeah
Victoria's Secret ain't a secret no more
I brought the songs and you brought the party
Only one way to do it up right
Everybody goes where eveybody knows
That anything goes on a Friday night
Get your party right, it's a Friday night
Get your party right, it's a Friday night

[Verse 2]
Well baby you ain't nothin but a masterpiece
Swayin and sippin that Dos Equis
Losin yourself in the big loud beat, nothin but heat
Somebody's rockin that bang box
Everybody hittin that sweet spot
Nobody mindin that tic toc
Gettin all locked in with all my friends

[Chorus]
Lime on the rim of that dixie silver
Smokin up a faded out 4x4
Girls headin off to the river, yeah
Victoria's Secret ain't a secret no more
I brought the songs and you brought the party
Only one way to do it up right
Everybody goes where eveybody knows
That anything goes on a Friday night
Get your party right, it's a Friday night
Get your party right, it's a Friday night

[Bridge]
Alabama on the boombox baby
Bout to get a little boondock crazy
Hop on, it's a helluva ride
Cuz anything goes on a Friday night
Alabama on the boombox baby
Bout to get a little boondock crazy
Hop on, it's a helluva ride
Cuz anything goes on a Friday night

[Chorus]
Lime on the rim of that dixie silver
Smokin up a faded out 4x4
Girls headin off to the river, yeah
Victoria's Secret ain't a secret no more
I brought the songs and you brought the party
Only one way to do it up right
Everybody goes where eveybody knows
That anything goes on a Friday Night
Get your party right It's a Friday night
Get your party right It's a Friday night
Get your party right It's a Friday night
Anything goes on a Friday Night
Alabama on the boombox, baby
Bout to get a little boondock crazy",country
152,"[Verse 1]
Daddy thinks his brown eyed girl is an angel
She's got a wild side but covers it up so well
She knows how to party, gets a little naughty
Spent a couple nights in jail
And it really turns her on when I let her get behind the wheel

[Chorus]
We go deep down in the woods
Make a little love on the truck hood
And she might be the one to turn a church boy into the devils son
And  I'm ready, she's ready feeling like a dream but you know I'm really living
This could be the death of me she's a backwoods beauty queen!

[Verse 2]
She's gotta look that'll kill and legs that should be a crime
She's a six pack girl you can throw away a bottle of wine
She's got holes in her clothes because anything goes when she's riding in my fourwheel drive
And this small town's dead but she's never felt more alive!

[Chorus]
We go deep down in the woods
Make a little love on the truck hood
And she might be the one to turn a church boy into the devils son
And  I'm ready, she's ready feeling like a dream but you know I'm really living
This could be the death of me she's a backwoods beauty queen!

[Verse 3]
All of the fellas they stay jealous
When I call her mine, oh mine
This girl is one of a kind ain't afraid to have a hell of a time
I ain't saying she ain't gotta good side
But I'm praying I don't see it tonight yeah!!

[Chorus]
We go deep down in the woods
Make a little love on the truck hood
And she might be the one to turn a church boy into the devils son
And  I'm ready, she's ready feeling like a dream but you know I'm really living
This could be the death of me woah yeah this girl has got the best of me!
This could be the death of me she's a backwoods beauty queen!
Backwoods beauty queen!",country
153,"[Verse 1: Florida Georgia Line]
She puts on her work clothes, fishnet panty hose
She’s got a nickname that everyone knows at the Gentlemen’s club
She clocks in at midnight, even though it never feels right
Makes her money one dollar at a time
Without the makeup, nobody knows her name
She wears the pain

[Chorus: Florida Georgia Line]
Black tears, rolling down, from the eyes of an angel in a sinner’s town
She reveals, they all cheer, then she cry’s
Black tears

[Verse 2: Florida Georgia Line]
Jealous of the innocent, sometimes she’s convinced
The boss man is still a friend she needs
She’s tried everything, cheap sex and cocaine
Anything to hide the pain for a little while
Wrong kind of famous in her momma’s eyes, you can tell she knows it when she cries

[Chorus: Florida Georgia Line]
Black tears, rolling down from the eyes of an angel in a sinner’s town
White lights on the mirrors, just won’t hide
Black tears

[Bridge: Florida Georgia Line]
She tries and tries so hard to get away
But everybody’s watching

[Chorus: Florida Georgia Line]
Black tears, rolling down, from the eyes of an angel in a sinner’s town
If all the pain could just disappear she'd quit crying, shed quit crying
Black tears",country
154,"The week was long
But now it's gone, the drink is on
So fill your cup and turn the good time music up
Pick up that sweet, somebody wrap your arms around this Friday night
Get a little lost in the party
Float your trouble like a champagne bubble, saying
Yeah, yeah, yeah
Yeah, yeah, yeah

Two bottles of Bud
Two speakers in the trunk
Two people in love
Just bumpin' the night
Two crazy hearts
Looking in the dark for a place to park it to their life
Find an old school way-and-bee
And put a little shine on the bottle seat
Two bottles of Bud
Two speakers in the trunk
Two people in love
Just bumpin' the night

The night is young
The night is free
And so are we
So let it out
And let me stay inside your drink
Lipstick all along
Next sipping star lie on the window tripping down
Off in the distance the lights of town
Can you see it now?

Two bottles of Bud
Two speakers in the trunk
Two people in love
Just bumpin' the night
Two crazy hearts
Looking in the dark for a place to park it to their life
Find an old school way-and-bee
And put a little shine on the bottle seat
Two bottles of Bud
Two speakers in the trunk
Two people in love
Just bumpin' the night

Yeah, yeah, yeah
Yeah, yeah, yeah

Two bottles of Bud
Two speakers in the trunk
Two people in love
Just bumpin' the night
Two crazy hearts
Looking in the dark for a place to park it to their life
Find an old school way-and-bee
And put a little shine on the bottle seat
Two bottles of Bud
Two speakers in the trunk
Two people in love
Just bumpin' the night

Yeah, yeah, yeah
Yeah, yeah, yeah
Just bumpin' the night

Two bottles of Bud
Two speakers in the trunk
Two people in love
Just bumpin' the night",country
155,"[Verse 1]
It was our first week
At Myrtle Beach
Where it all began

It was 102
Nothin' to do
Man it was hot
So we jumped in

[Pre-Chorus]
We were summertime sippin', sippin'
Sweet tea kissin' off of your lips
T-shirt drippin', drippin' wet
How could I forget?

[Chorus]
Watchin' that blonde hair swing
To every song I'd sing
You were California beautiful
I was playin' everything but cool
I can still hear that sound
Of every wave crashin' down
Like the tears we cried
That day we had to leave
It was everything we wanted it to be
The summer of
19 you and me
You and me

[Verse 2]
We had our first dance in the sand
It was one hell of a souvenir
Tangled up, so in love
So, let's just stay right here

[Pre-Chorus]
'Til the sun starts creepin', creepin' up
Right then I knew
Just what you were thinkin', thinkin' of
When I looked at you

[Chorus]
Watchin' that blonde hair swing
To every song I'd sing
You were California beautiful
I was playin' everything but cool
I can still hear that sound
Of every wave crashin' down
Like the tears we cried
That day we had to leave
It was everything we wanted it to be
The summer of
19 you and me
You and me

[Bridge]
Watchin' that blonde hair swing
To every song I'd sing
You were California beautiful
Beautiful, beautiful

[Chorus]
That blonde hair swing
To every song I'd sing
You were California beautiful
I was playin' everything but cool
I can still hear that sound
Of every wave crashin' down
Like the tears we cried
That day we had to leave
It was everything we wanted it to be
The summer of
19 you and me

First week in myrtle beach where it all began",country
156,"It was our first week
At Myrtle Beach
Where it all began
It was 102°
Nothin' to do
Man it was hot
So we jumped in
We were summertime sippin', sippin'
Sweet tea kissin' off of your lips
T-shirt drippin', drippin' wet
How could I forget?
Watchin' that blonde hair swing
To every song I'd sing
You were California beautiful
I was playin' everything but cool
I can still hear that sound
Of every wave crashin' down
Like the tears we cried
That day we had to leave
It was everything we wanted it to be
The summer of
19 you and me
We had our first dance in the sand
It was one hell of a souvenir
Tangled up, so in love
So, let's just stay right here
'Til the sun starts creepin', creepin' up
Right then I knew
Just what you were thinkin', thinkin' of
When I looked at you
Watchin' that blonde hair swing
To every song I'd sing
You were California beautiful
I was playin' everything but cool
I can still hear that sound
Of every wave crashin' down
Like the tears we cried
That day we had to leave
It was everything we wanted it to be
The summer of
19 you and me
You and me
Watchin' that blonde hair swing
To every song I'd sing
You were California beautiful
Beautiful, beautiful
Watchin' that blonde hair swing
To every song I'd sing
You were California beautiful
I was playin' everything but cool
I can still hear that sound
Of every wave crashin' down
Like the tears we cried
That day we had to leave
It was everything we wanted it to be
The summer of
19 you and me
First week in myrtle beach where it all began",country
157,"[Intro]
1,2,3... Here we go
Yeah

[Verse 1]
I'ma walking out my front door
I'ma jumping in my car
Take another left on Main Street
Head right to where you are
I'ma rolling down my window
I'ma turn the radio on
Find a little spot to let go
Get a little good time gone

[Chorus]
Cause this is an all nighter
A get lost with you running through every red lighter
Falling and feeling like a star right out of a midnight skyer
Let the time fly by
Cause it's a finding her hand, taking a chance, starting a fire
This is an all nighter

[Verse 2]
Yes it is baby
Mmmm Yeah
We are gonna take that sunset
Make it turn the blue sky red
We can worry bout tomorrow
But what you say we live instead
Get a little dirt road dizzy
Let the moon shine on us
Getting all barefoot busy till the sun sneaks back up
Cause we just can't get enough

[Chorus]
This is an all nighter
A get lost with you running through every red lighter
I'm falling and feeling like a star right out of a midnight skyer
Let the time fly by
Cause it's a finding her hand, taking a chance, starting a fire
This is an all nighter

[Bridge]
10 o'clock kiss
12 o'clock cruise
Take another sip, talk until two
This is a never gonna have to say goodbyer

[Chorus]
This is an all nighter
A get lost with you running through every red lighter
I'm falling and feeling like a star right out of a midnight skyer
Let the time fly by
Cause it's a finding her hand, taking a chance, jumping a fence, do it again
All nighter, that's right
A get lost with you running through every red lighter
I'm falling and feeling like a star right out of a midnight skyer
Let the time fly by
Cause it's a finding her hand, taking a chance, starting a fire
This is an all nighter

[Outro]
Yes it is baby
This is an all nighter",country
158,"[Verse 1]
I'm jealous of the blue jeans that you're wearing
And the way they're holding you so tight
I'm jealous of the moon that keeps on staring
So lock the door and turn out the night

[Chorus]
I want you all to myself
We don't need anyone else
Let our bodies do the talking
Let our shadows paint the wall
I want you here in my arms
We'll hide away in the dark
Slip your hand in my back pocket
Go and let your long hair fall
I want you all to myself
To myself

[Verse 2]
I'm jealous of the song that you've been singing
And the way it's rolling off your lips
It might be selfish but I'm thinking
I don't need nothing between you
Leaning for another kiss, yeah

[Chorus]
I want you all to myself
We don't need anyone else
Let our bodies do the talking
Let our shadows paint the wall
I want you here in my arms
We'll hide away in the dark
Slip your hand in my back pocket
Go and let your long hair fall
I want you all, all, all to myself
To myself, yeah

[Bridge]
Girl, I want you in the worst way
Yeah, I want you in the worst way

[Chorus]
I want you all to myself
We don't need anyone else (no one else, baby)
Let our bodies do the talking
Let our shadows paint the wall (paint the wall)
I want you here in my arms
We'll hide away in the dark
Slip your hand in my back pocket (in my back pocket)
Go and let your long hair fall
I want you all, all, all to myself
To myself
I want you all, all, all to myself
To myself, yeah",country
159,"[Verse 1]
I couldn't help but notice you were sitting by yourself
Dropping limes in a Corona like you're trying to get over somebody else
It's funny how your story sounds a little like mine
Oh, cause' I've been at a table with a bottle peeling labels to pass the time

[Pre-Chorus]
We can be blue as a neon light
Singing them sad up songs all night
We can say goodbye, just head home
But if we're gonna be alone

[Chorus]
We should be alone together
Kissing over there in the corner
Where nobody else can see
Keeping each other company
We should be alone together
Leaning up against my car door
Parked outside on the street
Where it's just you and me
We should be alone together

[Verse 2]
I couldn't help but notice you could use another drink
Yeah, I don't wanna leave ya
And it's two for one Tequila, so what you think?

[Pre-Chorus]
We can be blue as a neon light
Singing them sad up songs all night
We can say goodbye, just head home
But if we're gonna be alone

[Chorus]
We should be alone together
Kissing over there in the corner
Where nobody else can see
Keeping each other company
We should be alone together
Leaning up against my car door
Parked outside on the street
Where it's just you and me
We should be alone together
We should be alone together
We should be alone together, oh yeah

[Bridge]
We should be alone together
Over there in the corner where nobody else can see

[Chorus]
We should be alone together
Kissing over there in the corner
Where nobody else can see
Keeping each other company
We should be alone together
Leaning up against my car door
Parked outside on the street
Where it's just you and me
We should be alone together
We should be alone together
We should be alone together, oh yeah
We should be alone together",country
160,"[Verse 1]
Six beers and five guys and if I remember right, it was a
Wednesday when we got our buzz on for second hand six pack
Half smoked soft pack, light it up boys, take a drag
And when I fought that cough off everyone else thought I was so damn cool

[Pre-Chorus]
But my head was spinnin' like a Tilt-A-Whirl
Yeah man, it really rocked my world

[Chorus]
Back when everything seemed just a little bit stronger
Back when the weekend lasted a little longer
I can't tell you why they did, but things seemed to never end back then
Oh way back when, when a little went a long way

[Verse 2]
One girl, 45 bucks was all it took that night
Hit the steakhouse makeout and the movies way up in the back
Credits roll on pace,to make it all the way to second base
Tried to play it cool like it was nothin' new and she didn't have a clue

[Pre-Chorus]
But my head was spinnin' like a Tilt-A-Whirl
Yeah man, she really rocked my world

[Chorus]
Back when things seemed just a little bit stronger
Back when the weekend lasted a little longer
I can't tell you why they did, things seemed to never end back then
Oh way back when, when a little went a long way

[Chorus]
Back when everything seemed just a little bit stronger
Back when the weekend lasted a little longer
I can't tell you why they did, but things seemed to never end back then
Oh way back when, when a little went a long long way
A long way",country
161,"[Verse 1]
Her day starts with a coffee and ends with a wine
Takes forever getting ready so she's never on time for anything
When she gets that come get me look in her eyes
Well, it kinda scares me, the way that she drives me wild
When she drives me wild

[Chorus]
Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy but her crazy's beautiful to me

[Verse 2]
She makes plans for the weekend, can't wait to go out
Till she changes her mind
Says 'let's stay on the couch and watch TV'
And she falls asleep

[Chorus]
Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy but her crazy's beautiful to me

[Bridge]
She's unpredictable, unforgettable
It's unusual, unbelievable
How I'm such a fool, yeah I'm such a fool for her

[Chorus]
Beautiful, crazy, she can't help but amaze me
The way that she dances, ain't afraid to take chances
And wears her heart on her sleeve
Yeah, she's crazy, she's crazy, she's crazy
But her crazy's beautiful to me
Her crazy's beautiful to me",country
